id,trace_log
201,ModuleNotFoundError: No module named 'scikit-learn'. Please check requirements.txt for GKE execution environment.
202,MemoryError: Unable to allocate 4.0 GiB for array in pandas processing. Task killed by GKE scheduler.
203,Job execution exceeded the hard limit of 6 hours and was cancelled by the BigQuery service. Job ID: bq_job_137895
204,Unknown Airflow Exception in task processing_4291: Internal server error triggered by unexpected upstream response.
205,google.api_core.exceptions.Forbidden: 403 Access Denied: Project prod-data-project. Service account bq-loader@sandbox.iam.gserviceaccount.com lacks BigQuery Data Editor permission for table user_profile.
206,ModuleNotFoundError: No module named 'scikit-learn'. Please check requirements.txt for GKE execution environment.
207,fin_history_sensor_revenue_daily failed. Timeout after 72 hours. Last poke at 2024-03-12 10:00:00.
208,MemoryError: Unable to allocate 4.0 GiB for array in pandas processing. Task killed by GKE scheduler.
209,google.api_core.exceptions.Forbidden: 403 Access Denied: Project prod-data-project. Service account airflow-worker@prod-project.iam.gserviceaccount.com lacks BigQuery Data Editor permission for table revenue_daily.
210,Permission denied (publickey) when trying to establish SSH tunnel to remote Notebook server 10.128.0.45.
211,Connection reset by peer while uploading results to BigQuery GCS stage for table mart_sales.
212,Job execution exceeded the hard limit of 6 hours and was cancelled by the BigQuery service. Job ID: bq_job_893667
213,MemoryError: Unable to allocate 8.0 GiB for array in pandas processing. Task killed by GKE scheduler.
214,Job execution exceeded the hard limit of 6 hours and was cancelled by the BigQuery service. Job ID: bq_job_874499
215,Connection reset by peer while uploading results to BigQuery GCS stage for table user_profile.
216,Connection reset by peer while uploading results to BigQuery GCS stage for table user_profile.
217,"DataFrame columns mismatch. Expected ['event_time', 'user_ip'], found ['id', 'value'] in notebook job 5530."
218,google.cloud.bigquery.dbapi.OperationalError: 400 Provided Schema does not match the target table 'click_logs'. Field 'updated_at' is missing or has different type.
219,google.api_core.exceptions.Forbidden: 403 Access Denied: Project prod-data-project. Service account bq-loader@sandbox.iam.gserviceaccount.com lacks BigQuery Data Editor permission for table user_profile.
220,Permission denied (publickey) when trying to establish SSH tunnel to remote Notebook server 10.128.0.45.
221,Unknown Airflow Exception in task processing_4872: Internal server error triggered by unexpected upstream response.
222,Connection reset by peer while uploading results to BigQuery GCS stage for table revenue_daily.
223,google.cloud.bigquery.dbapi.OperationalError: 400 Provided Schema does not match the target table 'click_logs'. Field 'updated_at' is missing or has different type.
224,ModuleNotFoundError: No module named 'scikit-learn'. Please check requirements.txt for GKE execution environment.
225,fin_history_sensor_revenue_daily failed. Timeout after 72 hours. Last poke at 2024-03-12 10:00:00.
226,google.api_core.exceptions.Forbidden: 403 Access Denied: Project dw-mart-analytics. Service account airflow-worker@prod-project.iam.gserviceaccount.com lacks BigQuery Data Editor permission for table order_info.
227,Connection reset by peer while uploading results to BigQuery GCS stage for table click_logs.
228,Unknown Airflow Exception in task processing_9187: Internal server error triggered by unexpected upstream response.
229,google.api_core.exceptions.Forbidden: 403 Access Denied: Project sandbox-data-123. Service account bq-loader@sandbox.iam.gserviceaccount.com lacks BigQuery Data Editor permission for table user_profile.
230,fin_history_sensor_revenue_daily failed. Timeout after 72 hours. Last poke at 2024-03-12 10:00:00.
231,fin_history_sensor_user_profile failed. Timeout after 72 hours. Last poke at 2024-03-12 10:00:00.
232,"DataFrame columns mismatch. Expected ['id', 'val'], found ['id', 'value'] in notebook job 1177."
233,google.cloud.bigquery.dbapi.OperationalError: 400 Provided Schema does not match the target table 'user_profile'. Field 'updated_at' is missing or has different type.
234,"DataFrame columns mismatch. Expected ['event_time', 'user_ip'], found ['id', 'value'] in notebook job 1911."
235,google.api_core.exceptions.Forbidden: 403 Access Denied: Project sandbox-data-123. Service account bq-loader@sandbox.iam.gserviceaccount.com lacks BigQuery Data Editor permission for table user_profile.
